SITE_CODE,TOP_PRF_INT,BOT_PRF_INT
358560N1191882W001,705,805
358561N1190806W001,522,703
358561N1190806W001,704,1747
358650N1191262W001,402,1392
358658N1191081W001,402,1200
358667N1191703W001,216,393
358667N1191703W002,216,393
358731N1191167W001,402,1398
358772N1193581W002,804,1602
358811N1191084W001,402,1500
358842N1191170W001,450,1398
358842N1191176W001,600,1800
358850N1192151W001,360,600
358850N1192157W001,360,600
358856N1191265W001,373,1402
358883N1190948W001,500,1824
358883N1191103W001,402,1398
358951N1190507W001,1035,1385
358984N1193758W001,200,500
358995N1192507W001,300,800
359030N1191929W001,300,804
359066N1191302W001,600,1700
359100N1194500W002,707,1459
359122N1194368W001,720,1520
359218N1192861W001,200,240
359362N1208661W001,72,132
359428N1190623W001,185,680
359458N1193034W001,320,420
359497N1191726W001,200,390
359497N1191726W002,200,390
359521N1189608W001,160,530
359571N1190382W001,200,590
359593N1208715W001,72,132
359700N1192928W001,500,700
359707N1162456W001,135,155
359711N1162424W001,144,165
359718N1162447W001,145,165
359824N1191084W001,159,210
359850N1178888W001,360,380
359851N1194749W001,782,1604
359853N1195188W001,240,450
359853N1195188W002,240,450
359926N1194425W001,240,480
359969N1191077W001,670,1220
359981N1192947W001,340,840
360074N1199605W001,400,630
360083N1191090W001,240,300
360083N1191092W001,240,380
360144N1199724W002,600,1360
360208N1190017W001,120,380
360219N1190040W001,120,390
360220N1195184W001,660,1000
360222N1189865W001,48,520
360222N1199677W001,545,1195
360255N1178832W001,180,320
360269N1199849W001,360,940
360326N1199932W001,440,1140
360327N1200001W002,600,660
360327N1200001W002,710,810
360359N1199985W001,400,820
360359N1200021W001,410,850
360361N1200037W001,400,840
360361N1201857W001,498,1280
360362N1200145W001,396,890
360369N1193264W001,480,700
360412N1199973W001,420,580
360412N1199973W001,780,840
360434N1199995W001,440,520
360434N1199995W001,540,560
360434N1199995W001,600,720
360434N1199995W001,800,880
360434N1200032W001,440,520
360434N1200032W001,600,720
360434N1200032W001,760,880
360436N1199854W001,637,2009
360439N1200082W001,609,1360
360439N1200218W001,648,1508
360466N1200025W001,440,580
360466N1200025W001,620,660
360466N1200025W001,680,720
360466N1200025W001,760,840
360472N1200124W001,588,1281
360497N1179516W001,180,735
360506N1199855W001,580,640
360506N1199855W001,700,780
360506N1199855W001,810,870
360506N1199855W001,890,1060
360506N1199855W001,1080,1110
360506N1199855W001,1170,1220
360506N1199855W001,1240,1290
360507N1200442W001,800,1660
360507N1200442W001,1780,1800
360507N1200442W001,1940.08,2040
360510N1199942W001,600,1160
360511N1200302W001,520,1680
360526N1200034W001,440,1040
360544N1200392W001,790,1730
360547N1200441W001,426,1642
360554N1191434W001,120,400
360563N1195060W001,104,402
360582N1200574W001,640,840
360582N1200574W001,885,1400
360582N1200574W001,1420,2040
360604N1192302W001,320,640
360611N1200171W001,600,1330
360632N1193406W001,245,302
360645N1191830W001,200,260
360651N1191789W001,153,261
360651N1195188W001,200,400
360653N1191790W001,153,261
360654N1199674W001,300,683
360654N1199674W001,695,1363
360654N1199674W001,1374,1460
360656N1200488W001,650,1970
360657N1200570W001,680,1580
360657N1200570W001,1600,1920
360658N1200288W001,500,1370
360687N1200483W001,556,1937
360692N1200038W001,400,1200
360692N1200485W001,800,2000
360700N1200127W001,200,1070
360710N1179533W001,490,540
360712N1190155W001,120,240
360714N1191008W001,0,216
360723N1179530W001,370,420
360723N1179531W001,519,584
360723N1179532W001,180,300
360728N1200292W001,617,1039
360728N1200292W001,1040,1449
360728N1200292W001,1461,2045
360730N1200211W001,480,660
360730N1200211W001,690,970
360771N1200753W001,330,360
360771N1200753W002,610,620
360771N1200753W002,680,710
360771N1200753W003,1125,1145
360797N1200124W001,298,1070
360799N1200034W001,760,840
360799N1200034W001,852,1072
360799N1200034W001,1085,1522
360799N1200034W001,1534,2100
360800N1179533W001,340,405
360800N1179535W001,170,260
360801N1190500W001,240,548
360866N1202272W001,480,975
360869N1201202W001,555,1707
360874N1200835W001,659,941
360874N1200835W001,942,1486
360874N1200835W001,1497,1750
360875N1200038W001,450,1200
360875N1200568W001,264,304
360875N1200568W001,332,428
360875N1200568W001,466,746
360886N1200929W001,506,1734
360895N1200214W001,720,1000
360895N1200214W001,1005,1045
360895N1200214W001,1065,1780
360908N1200393W001,400,995
360932N1200123W001,600,1000
360934N1201112W001,795,896
360934N1201112W001,916,1418
360934N1201112W001,1438,1740
360936N1199499W001,362,1120
360939N1199991W001,450,1277
360940N1199943W001,600,880
360940N1199943W001,942,1524
360940N1199943W001,1544,1670
360940N1201024W001,619,1720
360944N1199406W001,400,1200
360945N1199676W001,560,640
360945N1199676W001,660,840
360945N1199676W001,960,1140
360945N1200392W001,726,967
360945N1200392W001,992,1532
360945N1200392W001,1552,2138
360953N1200313W001,520,900
360967N1199588W001,565,685
360967N1199588W001,725,925
360972N1179576W001,405,505
360981N1200574W001,480,850
360988N1200214W001,706,988
360988N1200214W001,990,1486
360988N1200214W001,1498,2100
361006N1179577W001,297,380
361006N1190888W001,150,300
361008N1202447W001,560,780
361008N1202447W001,820,940
361014N1200033W001,600,1040
361014N1200841W001,736,1728
361015N1199997W001,950,1850
361016N1200888W001,850,1350
361016N1200888W001,1390,1590
361016N1200888W001,1630,1930
361016N1200971W001,800,1100
361016N1200971W001,1110,1360
361016N1200971W001,1400,1720
361016N1200971W001,1860,1900
361017N1200935W001,680,1511
361017N1202179W001,452,880
361018N1199498W001,400,1200
361025N1201104W001,563,1246
361039N1199323W001,530,1050
361044N1200654W001,492,1110
361051N1202179W001,520,570
361051N1202179W001,690,730
361051N1202179W001,810,850
361051N1202179W001,890,910
361056N1200218W001,1156,1945
361078N1202988W001,495,900
361089N1199675W001,610,690
361089N1199675W001,720,950
361089N1199675W001,980,1000
361089N1199675W001,1050,1070
361089N1199675W001,1120,1140
361089N1199675W001,1160,1190
361089N1199675W001,1210,1230
361089N1199944W001,590,650
361089N1199944W001,680,710
361089N1199944W001,730,860
361089N1199944W001,890,940
361089N1199944W001,1060,1120
361089N1199944W001,1180,1200
361089N1199944W001,1220,1260
361089N1200166W001,744,1730
361089N1201221W001,750,1110
361089N1201221W001,1200,1340
361089N1201221W001,1400,1500
361089N1202360W001,470,520
361089N1202360W001,530,570
361089N1202360W001,580,610
361089N1202360W001,630,650
361089N1202360W001,680,690
361089N1202360W001,700,720
361089N1202360W001,780,890
361089N1202360W001,960,1000
361089N1202360W001,1090,1130
361090N1200035W001,620,670
361090N1200035W001,690,740
361090N1200035W001,770,870
361090N1200035W001,920,1130
361090N1200035W001,1150,1190
361090N1200838W001,800,1900
361091N1200740W001,706,988
361091N1200740W001,990,1292
361091N1200740W001,1304,1600
361092N1201102W001,628,1989
361094N1200749W001,650,2172
361108N1200682W001,720,1001
361108N1200682W001,1003,1253
361108N1200682W001,1265,1620
361156N1195191W001,322,420
361158N1196258W001,735,775
361160N1201372W001,790,986
361160N1201372W001,1011,1578
361160N1201372W001,1598,1849
361161N1200310W001,560,1040
361161N1200932W001,568,1288
361168N1199500W001,286,346
361168N1199500W001,358,418
361168N1199500W001,438,558
361168N1199500W001,578,598
361168N1199500W001,630,670
361168N1199500W001,690,770
361219N1193946W001,144,356
361222N1200035W001,300,1200
361228N1199677W001,504,954
361229N1201289W001,535,999
361229N1201289W001,1024,1685
361229N1201910W002,653,935
361229N1201910W002,987,1107
361229N1201910W002,1148,1510
361230N1200483W001,800,1550
361232N1200929W001,854,1035
361232N1200929W001,1036,1682
361232N1200929W001,1693,2012
361232N1201160W001,254,1104
361233N1200127W001,550,1360
361233N1200839W001,835,955
361233N1200839W001,980,1700
361233N1200839W001,1720,1980
361234N1199856W001,600,770
361234N1199856W001,800,820
361234N1199856W001,850,880
361234N1199856W001,900,1000
361234N1199856W001,1090,1220
361245N1192509W001,145,238
361250N1192512W001,145,238
361303N1193665W001,200,317
361303N1200302W001,475,1227
361303N1201282W001,686,2114
361303N1201827W001,756,956
361303N1201827W001,996,1076
361303N1201827W001,1098,1580
361306N1200571W001,580,980
361321N1201915W001,644,1000
361328N1201016W001,450,1910
361338N1200125W001,400,1367
361341N1201105W001,810,1420
361341N1201368W001,280,1000
361344N1201732W001,601,1802
361358N1200035W001,700,1100
361361N1200035W002,670,740
361361N1200035W002,750,810
361361N1200035W002,820,850
361361N1200035W002,920,950
361361N1200035W002,980,1080
361373N1201732W001,1047,1680
361375N1199408W001,296,336
361375N1199408W001,348,668
361375N1199408W001,680,760
361375N1199501W001,226,346
361375N1199501W001,358,618
361375N1199501W001,650,750
361375N1199768W001,500,1030
361376N1201031W001,890,1440
361377N1200839W001,960,2060
361378N1200493W001,550,1840
361378N1200748W001,740,840
361378N1200748W001,980,1080
361378N1200748W001,1100,1280
361378N1200927W001,616,1824
361379N1200927W001,795,1235
361379N1200927W001,1247,2100
361381N1201783W001,775,1025
361381N1201783W001,1050,1300
361381N1201783W001,1320,1680
361383N1196218W001,665,1465
361384N1191830W001,320,680
361384N1200571W001,580,745
361384N1200571W001,750,980
361384N1200571W001,1000,1200
361384N1201692W001,810,2375
361390N1200127W001,502,643
361390N1200127W001,683,708
361390N1200127W001,720,1200
361400N1198900W001,953,1213
361400N1198900W001,1231,1631
361400N1198900W001,1649,2050
361416N1201633W001,200,860
361433N1198843W001,987,2014
361446N1201785W001,300,1170
361450N1200716W001,638,1777
361450N1200848W001,856,997
361450N1200848W001,998,1265
361450N1200848W001,1277,2100
361450N1201782W001,350,740
361450N1201782W001,758,1148
361453N1201199W001,300,1100
361453N1201502W001,820,2000
361457N1201924W001,750,1050
361457N1201924W001,1075,1460
361478N1200335W001,250,960
361481N1200474W001,600,1200
361481N1202638W001,60,247
361497N1195296W001,155,206
361503N1199949W002,700,1700
361516N1203098W001,660,800
361516N1203098W001,845,905
361516N1203098W001,925,1125
361516N1203098W001,1145,1625
361519N1202716W001,281,800
361520N1199589W001,798,838
361520N1199589W001,854,1015
361520N1199589W001,1017,1625
361520N1199589W001,1641,2250
361522N1200577W001,560,620
361522N1200577W001,645,1245
361522N1200710W001,480,1780
361522N1201021W001,560,600
361522N1201021W001,625,1145
361522N1201132W001,480,1720
361522N1201294W001,600,720
361522N1201294W001,790,810
361522N1201294W001,830,850
361522N1201294W001,930,980
361522N1201294W001,1020,1040
361522N1201294W001,1070,1090
361522N1201294W001,1140,1180
361522N1201294W001,1210,1240
361522N1201294W001,1300,1370
361525N1201743W001,750,2169
361526N1201731W001,743,979
361526N1201731W001,1004,1369
361526N1201731W001,1389,1840
361527N1200849W001,750,1230
361540N1202831W001,380,510
361540N1202831W001,550,830
361544N1202829W001,240,702
361559N1200306W001,781,1063
361559N1200306W001,1064,1325
361559N1200306W001,1337,1828
361559N1200306W001,1839,2400
361570N1201388W001,350,490
361575N1199857W001,680,2074
361575N1202743W001,350,480
361575N1202743W001,825,1530
361576N1199856W001,660,2170
361579N1203362W001,400,1300
361589N1201210W001,648,2023
361592N1200127W001,690,2095
361592N1200482W001,705,745
361592N1200482W001,785,1055
361592N1200482W001,1095,1135
361594N1201116W001,520,1040
361597N1200752W001,625,1245
361598N1200572W001,820,920
361598N1200572W001,960,1020
361598N1200572W001,1080,1100
361598N1200572W001,1120,1140
361598N1200572W001,1160,1340
361598N1200572W001,1380,1400
361598N1201027W001,790,1490
361600N1197700W001,500,520
361600N1197800W001,295,315
361614N1200668W001,754,2069
361633N1199949W001,1000,1150
361644N1199766W001,700,1700
361656N1202350W001,470,710
361656N1202350W001,750,1180
361658N1200302W001,551,1263
361659N1200125W001,594,2010
361665N1201572W001,840,921
361665N1201572W001,933,1054
361665N1201572W001,1056,1317
361665N1201572W001,1329,2080
361667N1200210W001,597,2039
361667N1200921W001,300,780
361667N1200921W001,810,1070
361667N1201110W001,558,2041
361667N1201357W001,780,980
361667N1201357W001,1003,1482
361667N1201357W001,1500,2000
361667N1201482W001,738,1038
361667N1202018W001,735,861
361667N1202018W001,879,1005
361667N1202018W001,1030,1470
361667N1202018W001,1490,1850
361669N1200043W001,718,1888
361672N1195299W001,196,204
361672N1195299W001,207,264
361672N1199588W001,622,2081
361672N1199696W001,1062,1422
361672N1199696W001,1440,1720
361672N1199696W001,1738,2098
361672N1200604W001,420,1590
361673N1200670W001,852,1012
361673N1200670W001,1014,1419
361673N1200670W001,1431,1876
361673N1200670W001,1888,2328
361678N1199949W001,591,2005
361683N1202288W001,806,1406
361700N1196900W001,624,986
361700N1196900W001,1004,1444
361700N1198800W001,1062,1422
361700N1198800W001,1440,1722
361700N1198800W001,1740,2100
361703N1195577W001,140,1600
361716N1201922W001,609,2095
361728N1200399W001,600,1295
361731N1199557W001,725,1600
361739N1200304W001,627,1983
361739N1201477W001,570,1030
361741N1201571W001,870,940
361741N1201571W001,985,1945
361742N1201213W001,440,1072
361742N1201385W002,1000,2000
361744N1196196W001,580,1150
361744N1200482W001,778,1178
361745N1200215W001,711,991
361745N1200215W001,1005,1405
361753N1196460W001,650,690
361756N1193140W001,178,182
361756N1193140W001,280,283
361756N1193140W001,305,318
361761N1199632W001,689,2130
361772N1201004W001,398,1140
361772N1201928W001,840,1000
361772N1201928W001,1005,1030
361772N1201928W001,1050,1487
361772N1201928W001,1507,1725
361811N1201374W001,270,1220
361813N1199376W001,695,790
361813N1199376W001,810,1200
361813N1199376W001,1320,1400
361813N1200761W001,860,1590
361813N1202109W001,972,1649
361814N1199382W001,525,925
361814N1200671W001,280,1110
361814N1201921W001,420,1100
361817N1198810W001,1017,1353
361817N1198810W001,1371,1659
361817N1198810W001,1677,2109
361817N1200857W001,644,1077
361817N1201035W001,320,1100
361818N1199858W001,662,701
361818N1199858W001,714,793
361818N1199858W001,833,1069
361818N1199858W001,1070,1233
361818N1199858W001,1393,1473
361818N1199858W001,1553,1634
361818N1199858W001,1646,2330
361818N1200035W001,616,880
361819N1193935W001,170,210
361853N1191551W001,210,485
361854N1201030W001,876,997
361854N1201030W001,999,1442
361854N1201030W001,1454,2160
361875N1203282W001,396,934
361884N1200941W001,782,942
361884N1200941W001,944,1386
361884N1200941W001,1402,1828
361884N1200941W001,1844,2140
361886N1201616W001,705,1195
361886N1201777W001,720,1680
361889N1198954W001,944,2100
361889N1199404W001,700,1000
361889N1200207W002,270,350
361889N1200207W002,351,510
361889N1200207W002,560,800
361889N1200393W001,506,1018
361892N1193667W001,157,357
361892N1200754W001,718,1078
361893N1201210W001,573,1220
361893N1201210W001,1238,1645
361894N1193666W001,157,357
361894N1198779W001,1077,1088
361894N1198779W001,1106,1394
361894N1198779W001,1412,1748
361894N1198779W001,1766,2006
361894N1199052W001,967,1247
361894N1199052W001,1263,1663
361894N1199052W001,1679,2049
361894N1199954W001,684,1993
361894N1201218W001,310,1964
361897N1198727W001,1063,2134
361903N1210713W001,115,145
361903N1210713W001,148,205
361928N1195563W001,323,1600
361931N1209771W001,620,1500
361953N1195417W001,457,976
361955N1201787W001,820,1020
361955N1201787W001,1045,1565
361955N1201787W001,1585,2105
361956N1200629W001,350,1500
361957N1200215W001,700,1060
361957N1200215W001,1075,1195
361958N1201657W001,320,1040
361959N1199586W001,700,1000
361963N1200518W001,940,1410
361964N1201388W001,801,981
361964N1201388W001,1002,2067
361966N1198869W001,440,600
361966N1198869W001,620,700
361967N1198727W001,1008,2100
361969N1201213W001,759,1998
361970N1198870W001,4,20
361972N1199049W001,940,1256
361972N1199049W001,1276,1674
361972N1199049W001,1690,2093
361976N1199048W001,460,700
361993N1199324W001,675,836
361993N1199324W001,876,956
361993N1199324W001,958,1269
361993N1199324W001,1280,1680
362000N1196700W001,558,798
362008N1201393W001,800,1600
362014N1198871W001,944,1264
362014N1198871W001,1282,1682
362014N1198871W001,1700,2100
362024N1202283W001,960,1170
362024N1202283W001,1190,1730
362025N1199410W001,700,1700
362027N1202122W001,355,1178
362028N1202127W001,400,600
362033N1200482W001,320,1000
362033N1201852W001,750,1150
362034N1200303W001,870,910
362034N1200303W001,970,1010
362034N1200303W001,1050,1100
362034N1200303W001,1140,1180
362034N1200303W001,1220,1270
362034N1200303W001,1330,1370
362034N1200303W001,1380,1390
362036N1193316W001,348,756
362036N1200681W001,812,2162
362037N1199499W001,175,670
362039N1200393W001,598,1998
362042N1194082W001,216,456
362042N1198871W001,1008,2100
362047N1199049W001,953,1253
362047N1199049W001,1271,1671
362047N1199049W001,1689,2090
